Шал,Тагт,Ашиглалтанд орсон он,Гараж,Цонх,Барилгын давхар,Хаалга,Талбай,Хэдэн давхарт,Төлбөрийн нөхцөл,Цонхны тоо,Барилгын явц,Цахилгаан шаттай эсэх,price_text,price_numeric,area_numeric,address_text,district,url,Website
Паркет,1 тагттай,2023,Байхгүй,Вакум,17,Бүргэд,46.25 м²,7,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,206.5 сая₮,206.5,46.25,"УБ — Баянгол, Баянгол, Хороо 3",Баянгол,https://www.unegui.mn/adv/9525875_altai-khotkhon-2-oroo-oron-suuts-khudaldana/?p=19,
Паркет,1 тагттай,2023,Байхгүй,Вакум,17,Бүргэд,46.25 м²,7,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,206.5 сая₮,206.5,46.25,"УБ — Баянгол, Баянгол, Хороо 3",Баянгол,https://www.unegui.mn/adv/9525875_altai-khotkhon-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,57.12 м²,3,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,175 сая₮,175.0,57.12,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9595959_iaarmagt-arvai-villa-d-2-oroo/?p=19,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,57.12 м²,3,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,175 сая₮,175.0,57.12,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9595959_iaarmagt-arvai-villa-d-2-oroo/,
Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,56.35 м²,12,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,193 сая₮,193.0,56.35,"УБ — Баянгол, Хос-Өргөө",Баянгол,https://www.unegui.mn/adv/9583793_altai-khotkhony-urd-khos-orgoo-khotkhond-2-oroo-oron-suuts-khudaldana/?p=19,
Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,56.35 м²,12,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,193 сая₮,193.0,56.35,"УБ — Баянгол, Хос-Өргөө",Баянгол,https://www.unegui.mn/adv/9583793_altai-khotkhony-urd-khos-orgoo-khotkhond-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2019,Байхгүй,Вакум,12,Бүргэд,61.0 м²,11,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,219.6 сая₮,219.6,61.0,"УБ — Хан-Уул, Хан-Уул, Хороо 1",Хан-Уул,https://www.unegui.mn/adv/9592040_alta-khotkhony-urd-telmuun-khotkhond-2-oroo-oron-suuts-khudaldana/?p=19,
Паркет,1 тагттай,2019,Байхгүй,Вакум,12,Бүргэд,61.0 м²,11,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,219.6 сая₮,219.6,61.0,"УБ — Хан-Уул, Хан-Уул, Хороо 1",Хан-Уул,https://www.unegui.mn/adv/9592040_alta-khotkhony-urd-telmuun-khotkhond-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,47.57 м²,9,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,198 сая₮,198.0,47.57,"УБ — Баянзүрх, Офицер",Баянзүрх,https://www.unegui.mn/adv/8143271_ofitsert-mash-goio-zokhion-baiguulalttai-56mkv-2-oroo-bair-khudaldana/?p=19,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,47.57 м²,9,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,198 сая₮,198.0,47.57,"УБ — Баянзүрх, Офицер",Баянзүрх,https://www.unegui.mn/adv/8143271_ofitsert-mash-goio-zokhion-baiguulalttai-56mkv-2-oroo-bair-khudaldana/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,53.0 м²,12,Хувь лизингээр авах боломжтой,2,Ашиглалтад ороогүй,Цахилгаан шаттай,174.9 сая₮,174.9,53.0,"УБ — Баянзүрх, Баянзүрх, Хороо 22",Баянзүрх,https://www.unegui.mn/adv/8933220_ofitsert-2-oroo-bair-khudaldana/?p=19,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,53.0 м²,12,Хувь лизингээр авах боломжтой,2,Ашиглалтад ороогүй,Цахилгаан шаттай,174.9 сая₮,174.9,53.0,"УБ — Баянзүрх, Баянзүрх, Хороо 22",Баянзүрх,https://www.unegui.mn/adv/8933220_ofitsert-2-oroo-bair-khudaldana/,
Паркет,1 тагттай,2017,Байхгүй,Вакум,16,Төмөр,56.0 м²,16,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,185 сая₮үнэ тохирно,185.0,56.0,"УБ — Баянзүрх, Цайз 16",Баянзүрх,https://www.unegui.mn/adv/9576687_sky-residence-2-oroo-oron-suuts-khudaldana/?p=19,
Паркет,1 тагттай,2017,Байхгүй,Вакум,16,Төмөр,56.0 м²,16,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,185 сая₮үнэ тохирно,185.0,56.0,"УБ — Баянзүрх, Цайз 16",Баянзүрх,https://www.unegui.mn/adv/9576687_sky-residence-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2014,Байгаа,Вакум,16,Бүргэд,44.0 м²,7,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,135 сая₮үнэ тохирно,135.0,44.0,"УБ — Баянгол, Баянгол, Хороо 4",Баянгол,https://www.unegui.mn/adv/9571007_golden-parkad-gerchilgee-belen-2-oroo-oron-suuts-khudaldana/?p=19,
Паркет,1 тагттай,2014,Байгаа,Вакум,16,Бүргэд,44.0 м²,7,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,135 сая₮үнэ тохирно,135.0,44.0,"УБ — Баянгол, Баянгол, Хороо 4",Баянгол,https://www.unegui.mn/adv/9571007_golden-parkad-gerchilgee-belen-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2024,Байгаа,Вакум,8,Төмөр,60.43 м²,8,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад ороогүй,Цахилгаан шаттай,360 сая₮,360.0,60.43,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/8479578_iaarmagt-luxury-zeregleliin-2-oroo-zarna/?p=19,
Паркет,1 тагттай,2024,Байгаа,Вакум,8,Төмөр,60.43 м²,8,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад ороогүй,Цахилгаан шаттай,360 сая₮,360.0,60.43,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/8479578_iaarmagt-luxury-zeregleliin-2-oroo-zarna/,
Паркет,1 тагттай,2024,Байхгүй,Вакум,9,Бүргэд,68.2 м²,8,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,3.65 сая₮,3.65,68.2,"УБ — Хан-Уул, Нисэх",Хан-Уул,https://www.unegui.mn/adv/8978302_nisekh-la-colina-khotkhond-68-2mkv-2-oroo/?p=19,
Паркет,1 тагттай,2024,Байхгүй,Вакум,9,Бүргэд,68.2 м²,8,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,3.65 сая₮,3.65,68.2,"УБ — Хан-Уул, Нисэх",Хан-Уул,https://www.unegui.mn/adv/8978302_nisekh-la-colina-khotkhond-68-2mkv-2-oroo/,
Паркет,2 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,56.68 м²,15,Бэлэн төлөлтөөр зарах боломжтой,4,Ашиглалтад орсон,Цахилгаан шаттай,2.8 сая₮,2.8,56.68,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/8793662_iaarmag-arvai-villa-81-21mkv-3-oroo/?p=19,
Паркет,2 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,56.68 м²,15,Бэлэн төлөлтөөр зарах боломжтой,4,Ашиглалтад орсон,Цахилгаан шаттай,2.8 сая₮,2.8,56.68,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/8793662_iaarmag-arvai-villa-81-21mkv-3-oroo/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,43.96 м²,5,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад ороогүй,Цахилгаан шаттай,3.8 сая₮,3.8,43.96,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/8844179_iaarmag-green-garden-griin-garden-49-65mkv-2-oroo/?p=19,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,43.96 м²,5,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад ороогүй,Цахилгаан шаттай,3.8 сая₮,3.8,43.96,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/8844179_iaarmag-green-garden-griin-garden-49-65mkv-2-oroo/,
Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,56.0 м²,12,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,193 сая₮,193.0,56.0,"УБ — Баянгол, Алтай хотхон",Баянгол,https://www.unegui.mn/adv/9584699_altai-khotkhond-2-oroo/?p=19,
Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,56.0 м²,12,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,193 сая₮,193.0,56.0,"УБ — Баянгол, Алтай хотхон",Баянгол,https://www.unegui.mn/adv/9584699_altai-khotkhond-2-oroo/,
Паркет,1 тагттай,2014,Байхгүй,Вакум,13,Бүргэд,48.11 м²,10,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,185 сая₮,185.0,48.11,"УБ — Баянгол, 3, 4 хороолол",Баянгол,https://www.unegui.mn/adv/9402906_2-oroo-bair/?p=19,
Паркет,1 тагттай,2014,Байхгүй,Вакум,13,Бүргэд,48.11 м²,10,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,185 сая₮,185.0,48.11,"УБ — Баянгол, 3, 4 хороолол",Баянгол,https://www.unegui.mn/adv/9402906_2-oroo-bair/,
Паркет,1 тагттай,2017,Байхгүй,Вакум,5,Бүргэд,45.8 м²,1,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шатгүй,159 сая₮,159.0,45.8,"УБ — Баянзүрх, Баянзүрх, Хороо 8",Баянзүрх,https://www.unegui.mn/adv/9171368_khan-uul-duuregt-mash-khiamd-3-oroo/?p=19,
Паркет,1 тагттай,2017,Байхгүй,Вакум,5,Бүргэд,45.8 м²,1,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шатгүй,159 сая₮,159.0,45.8,"УБ — Баянзүрх, Баянзүрх, Хороо 8",Баянзүрх,https://www.unegui.mn/adv/9171368_khan-uul-duuregt-mash-khiamd-3-oroo/,
Паркет,Тагтгүй,2012,Байхгүй,Вакум,9,Бүргэд,61.2 м²,5,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,198 сая₮үнэ тохирно,198.0,61.2,"УБ — Сонгинохайрхан, 21-р хороолол",Сонгинохайрхан,https://www.unegui.mn/adv/9333551_21-r-khoroolold-2-oroo-bair-khudaldana/?p=19,
Паркет,Тагтгүй,2012,Байхгүй,Вакум,9,Бүргэд,61.2 м²,5,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,198 сая₮үнэ тохирно,198.0,61.2,"УБ — Сонгинохайрхан, 21-р хороолол",Сонгинохайрхан,https://www.unegui.mn/adv/9333551_21-r-khoroolold-2-oroo-bair-khudaldana/,
Паркет,1 тагттай,2015,Байгаа,Вакум,12,Төмөр,44.0 м²,7,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,128 сая₮үнэ тохирно,128.0,44.0,"УБ — Баянгол, 10-р хороолол",Баянгол,https://www.unegui.mn/adv/9604093_bgd-golden-parkd-44-mkv-2-oroo-khudaldana/?p=19,
Паркет,1 тагттай,2015,Байгаа,Вакум,12,Төмөр,44.0 м²,7,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,128 сая₮үнэ тохирно,128.0,44.0,"УБ — Баянгол, 10-р хороолол",Баянгол,https://www.unegui.mn/adv/9604093_bgd-golden-parkd-44-mkv-2-oroo-khudaldana/,
Паркет,2 тагттай,2016,Байгаа,Вакум,10,Төмөр,57.28 м²,10,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,245 сая₮,245.0,57.28,"УБ — Баянзүрх, 14-р хороолол",Баянзүрх,https://www.unegui.mn/adv/9336550_suvdan-sondort-2-oroo-bair-khudaldana/?p=19,
Паркет,2 тагттай,2016,Байгаа,Вакум,10,Төмөр,57.28 м²,10,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,245 сая₮,245.0,57.28,"УБ — Баянзүрх, 14-р хороолол",Баянзүрх,https://www.unegui.mn/adv/9336550_suvdan-sondort-2-oroo-bair-khudaldana/,
Паркет,1 тагттай,2012,Байхгүй,Вакум,5,Бүргэд,65.0 м²,2,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шатгүй,138 сая₮үнэ тохирно,138.0,65.0,"УБ — Сонгинохайрхан, 5 шар",Сонгинохайрхан,https://www.unegui.mn/adv/9327836_5-shard-65mkv-2-oroo-khudaldana/?p=19,
Паркет,1 тагттай,2012,Байхгүй,Вакум,5,Бүргэд,65.0 м²,2,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шатгүй,138 сая₮үнэ тохирно,138.0,65.0,"УБ — Сонгинохайрхан, 5 шар",Сонгинохайрхан,https://www.unegui.mn/adv/9327836_5-shard-65mkv-2-oroo-khudaldana/,
Паркет,1 тагттай,2018,Байхгүй,Вакум,15,Төмөр,48.39 м²,14,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,164 сая₮,164.0,48.39,"УБ — Баянзүрх, 16-р хороолол",Баянзүрх,https://www.unegui.mn/adv/9203138_bzd-shine-ger-khotkhond-2-oroo-oron-suuts-khudaldana/?p=19,
Паркет,1 тагттай,2018,Байхгүй,Вакум,15,Төмөр,48.39 м²,14,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,164 сая₮,164.0,48.39,"УБ — Баянзүрх, 16-р хороолол",Баянзүрх,https://www.unegui.mn/adv/9203138_bzd-shine-ger-khotkhond-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Төмөр,53.02 м²,12,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,183 сая₮,183.0,53.02,"УБ — Баянзүрх, 16-р хороолол",Баянзүрх,https://www.unegui.mn/adv/9532887_shine-2-oroo-oron-suuts-khudaldana/?p=19,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Төмөр,53.02 м²,12,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,183 сая₮,183.0,53.02,"УБ — Баянзүрх, 16-р хороолол",Баянзүрх,https://www.unegui.mn/adv/9532887_shine-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,15,Төмөр,47.0 м²,9,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,200 сая₮,200.0,47.0,"УБ — Баянзүрх, Офицер",Баянзүрх,https://www.unegui.mn/adv/9557527_ofitsert-shine-2-oroo-oron-suuts-khudaldana/?p=19,
Паркет,1 тагттай,2025,Байхгүй,Вакум,15,Төмөр,47.0 м²,9,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,200 сая₮,200.0,47.0,"УБ — Баянзүрх, Офицер",Баянзүрх,https://www.unegui.mn/adv/9557527_ofitsert-shine-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2025,Байгаа,Вакум,16,Төмөр,55.5 м²,16,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,222 сая₮үнэ тохирно,222.0,55.5,"УБ — Баянзүрх, Сандэй плаза",Баянзүрх,https://www.unegui.mn/adv/9336583_khurai-khotkhond-2-oroo-oron-suuts-khudaldana/?p=19,
Паркет,1 тагттай,2025,Байгаа,Вакум,16,Төмөр,55.5 м²,16,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,222 сая₮үнэ тохирно,222.0,55.5,"УБ — Баянзүрх, Сандэй плаза",Баянзүрх,https://www.unegui.mn/adv/9336583_khurai-khotkhond-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2017,Байхгүй,Вакум,16,Төмөр,56.7 м²,4,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,242 сая₮,242.0,56.7,"УБ — Баянзүрх, Баянзүрх, Хороо 14",Баянзүрх,https://www.unegui.mn/adv/9598921_bzd-zhastyn-bairand-2-oroo-zasvartai-bair-khudaldana/?p=20,
Паркет,1 тагттай,2017,Байхгүй,Вакум,16,Төмөр,56.7 м²,4,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,242 сая₮,242.0,56.7,"УБ — Баянзүрх, Баянзүрх, Хороо 14",Баянзүрх,https://www.unegui.mn/adv/9598921_bzd-zhastyn-bairand-2-oroo-zasvartai-bair-khudaldana/,
Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Төмөр,56.15 м²,5,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,193 сая₮,193.0,56.15,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Хан-Уул,https://www.unegui.mn/adv/9548978_iaarmag-artsat-2-khotkhond-56-15mkv-2-oroo-oron-suuts-khudaldana/?p=20,
Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Төмөр,56.15 м²,5,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,193 сая₮,193.0,56.15,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Хан-Уул,https://www.unegui.mn/adv/9548978_iaarmag-artsat-2-khotkhond-56-15mkv-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2012,Байхгүй,Вакум,6,Бүргэд,36.0 м²,4,Хувь лизингээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шатгүй,130 сая₮үнэ тохирно,130.0,36.0,"УБ — Баянзүрх, 14-р хороолол",Баянзүрх,https://www.unegui.mn/adv/9592103_narantuul-zakhyn-khoino-2-oroo-bair-zarna/?p=20,
Паркет,1 тагттай,2012,Байхгүй,Вакум,6,Бүргэд,36.0 м²,4,Хувь лизингээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шатгүй,130 сая₮үнэ тохирно,130.0,36.0,"УБ — Баянзүрх, 14-р хороолол",Баянзүрх,https://www.unegui.mn/adv/9592103_narantuul-zakhyn-khoino-2-oroo-bair-zarna/,
Паркет,1 тагттай,2025,Байгаа,Вакум,3,Төмөр,58.0 м²,1,Бартераар зарах боломжтой,3,Ашиглалтад ороогүй,Цахилгаан шатгүй,197.2 сая₮338 сая₮үнэ тохирно,197.2,58.0,"УБ — Хан-Уул, Нүхтийн ам",Хан-Уул,https://www.unegui.mn/adv/9163414_sbd-mongol-3-r-surguuliin-ard-113mkv-3-oroo-bair/?p=20,
Паркет,1 тагттай,2025,Байгаа,Вакум,3,Төмөр,58.0 м²,1,Бартераар зарах боломжтой,3,Ашиглалтад ороогүй,Цахилгаан шатгүй,197.2 сая₮338 сая₮үнэ тохирно,197.2,58.0,"УБ — Хан-Уул, Нүхтийн ам",Хан-Уул,https://www.unegui.mn/adv/9163414_sbd-mongol-3-r-surguuliin-ard-113mkv-3-oroo-bair/,
Паркет,1 тагттай,2025,Байгаа,Вакум,16,Төмөр,46.3 м²,2,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,162.05 сая₮,162.05,46.3,"УБ — Хан-Уул, Хан-Уул, Хороо 23",Хан-Уул,https://www.unegui.mn/adv/9578795_iaarmag-enkh-togold-khotkhond-2-oroo-shine-bair-khudaldana/?p=20,
Паркет,1 тагттай,2025,Байгаа,Вакум,16,Төмөр,46.3 м²,2,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,162.05 сая₮,162.05,46.3,"УБ — Хан-Уул, Хан-Уул, Хороо 23",Хан-Уул,https://www.unegui.mn/adv/9578795_iaarmag-enkh-togold-khotkhond-2-oroo-shine-bair-khudaldana/,
Паркет,1 тагттай,2017,Байгаа,Вакум,10,Бүргэд,54.51 м²,10,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,174.5 сая₮,174.5,54.51,"УБ — Баянзүрх, Баянзүрх, Хороо 5",Баянзүрх,https://www.unegui.mn/adv/9604036_mongol-kino-uildveriyg-iag-khoino-gerchilgee-belen-2-oroo-zarna/?p=20,
Паркет,1 тагттай,2017,Байгаа,Вакум,10,Бүргэд,54.51 м²,10,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,174.5 сая₮,174.5,54.51,"УБ — Баянзүрх, Баянзүрх, Хороо 5",Баянзүрх,https://www.unegui.mn/adv/9604036_mongol-kino-uildveriyg-iag-khoino-gerchilgee-belen-2-oroo-zarna/,
Паркет,1 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,55.0 м²,9,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,160 сая₮үнэ тохирно,160.0,55.0,"УБ — Баянгол, 3, 4 хороолол",Баянгол,https://www.unegui.mn/adv/9604025_2-oroog-3-oroo-bolgozh-zassan/?p=20,
Паркет,1 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,55.0 м²,9,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,160 сая₮үнэ тохирно,160.0,55.0,"УБ — Баянгол, 3, 4 хороолол",Баянгол,https://www.unegui.mn/adv/9604025_2-oroog-3-oroo-bolgozh-zassan/,
Паркет,1 тагттай,2015,Байхгүй,Вакум,16,Бүргэд,47.8 м²,5,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,219 сая₮,219.0,47.8,"УБ — Баянзүрх, 13-р хороолол",Баянзүрх,https://www.unegui.mn/adv/9604029_zuun-4-zam-gials-toviin-iag-urd-orshil-khotkhrn-buiuu-nomintoi-bairand-2-oroo-zarna/?p=20,
Паркет,1 тагттай,2015,Байхгүй,Вакум,16,Бүргэд,47.8 м²,5,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,219 сая₮,219.0,47.8,"УБ — Баянзүрх, 13-р хороолол",Баянзүрх,https://www.unegui.mn/adv/9604029_zuun-4-zam-gials-toviin-iag-urd-orshil-khotkhrn-buiuu-nomintoi-bairand-2-oroo-zarna/,
Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Бүргэд,66.5 м²,6,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,226.1 сая₮,226.1,66.5,"УБ — Баянзүрх, Баянзүрх, Хороо 5",Баянзүрх,https://www.unegui.mn/adv/9572683_bzd-69r-surguuliin-urd-happy-town-khotkhond-66-5-mkv-2-oroo/?p=20,
Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Бүргэд,66.5 м²,6,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,226.1 сая₮,226.1,66.5,"УБ — Баянзүрх, Баянзүрх, Хороо 5",Баянзүрх,https://www.unegui.mn/adv/9572683_bzd-69r-surguuliin-urd-happy-town-khotkhond-66-5-mkv-2-oroo/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Төмөр,47.02 м²,11,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,170 сая₮,170.0,47.02,"УБ — Сүхбаатар, Дөлгөөн нуур",Сүхбаатар,https://www.unegui.mn/adv/9603618_dolgoon-nuurt-shine-2-oroo-khudaldana/?p=20,https://www.remax.mn/
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Төмөр,47.02 м²,11,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,170 сая₮,170.0,47.02,"УБ — Сүхбаатар, Дөлгөөн нуур",Сүхбаатар,https://www.unegui.mn/adv/9603618_dolgoon-nuurt-shine-2-oroo-khudaldana/,https://www.remax.mn/
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Төмөр,45.85 м²,6,Бэлэн төлөлтөөр зарах боломжтой,6,Ашиглалтад орсон,Цахилгаан шаттай,166 сая₮,166.0,45.85,"УБ — Сүхбаатар, Дөлгөөн нуур",Сүхбаатар,https://www.unegui.mn/adv/9603646_dulguun-nuurt-shine-2-uruu-zarna/?p=20,https://www.remax.mn/
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Төмөр,45.85 м²,6,Бэлэн төлөлтөөр зарах боломжтой,6,Ашиглалтад орсон,Цахилгаан шаттай,166 сая₮,166.0,45.85,"УБ — Сүхбаатар, Дөлгөөн нуур",Сүхбаатар,https://www.unegui.mn/adv/9603646_dulguun-nuurt-shine-2-uruu-zarna/,https://www.remax.mn/
Паркет,Тагтгүй,2024,Байхгүй,Вакум,15,Бүргэд,72.97 м²,14,Бартераар зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,330 сая₮,330.0,72.97,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Хан-Уул,https://www.unegui.mn/adv/8926870_seven-star-residence-2-oroo-oron-suuts-khudaldana/?p=20,
Паркет,Тагтгүй,2024,Байхгүй,Вакум,15,Бүргэд,72.97 м²,14,Бартераар зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,330 сая₮,330.0,72.97,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Хан-Уул,https://www.unegui.mn/adv/8926870_seven-star-residence-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2000,Байхгүй,Вакум,3,Төмөр,34.0 м²,3,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,430 сая₮,430.0,34.0,"УБ — Сүхбаатар, 220 мянгат",Сүхбаатар,https://www.unegui.mn/adv/9604021_ikh-delguuriin-zuun-tald-bairshil-saitai-2-oroo-oron-suuts/?p=20,
Паркет,1 тагттай,2000,Байхгүй,Вакум,3,Төмөр,34.0 м²,3,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,430 сая₮,430.0,34.0,"УБ — Сүхбаатар, 220 мянгат",Сүхбаатар,https://www.unegui.mn/adv/9604021_ikh-delguuriin-zuun-tald-bairshil-saitai-2-oroo-oron-suuts/,
